,Unnamed: 0,age,job,marital,education,housing,contact,month,day_of_week,duration,previous,poutcome,y,Promotion
1804,1804,2,7,1,3,2,0,0,4,3,0,1,0,Yes
1805,1805,3,1,1,5,0,0,7,2,3,0,1,1,Yes
1806,1806,3,2,1,0,0,0,7,1,2,0,1,0,No
1807,1807,3,7,1,0,1,1,4,0,3,0,1,0,Yes
1808,1808,1,9,2,1,2,1,3,2,5,0,1,1,Yes
1809,1809,1,0,2,6,2,0,3,3,3,1,3,0,Yes
1810,1810,4,5,0,0,0,0,9,2,3,3,3,1,Yes
1811,1811,1,8,2,6,2,1,4,4,3,0,1,0,Yes
1812,1812,2,1,1,1,0,0,3,2,1,0,1,0,No
1813,1813,1,3,0,1,0,0,6,4,4,0,1,0,Yes
1814,1814,2,9,1,6,2,0,1,0,3,0,1,0,Yes
1815,1815,2,0,0,6,2,0,3,3,1,0,1,0,No
1816,1816,2,1,1,3,0,1,4,0,4,0,1,0,Yes
1817,1817,3,0,1,6,0,0,3,2,4,1,2,1,Yes
1818,1818,2,7,1,3,0,0,6,2,3,0,1,0,Yes
1819,1819,2,0,1,2,2,0,7,1,4,0,1,0,Yes
1820,1820,2,0,1,6,2,0,3,3,1,0,1,0,No
1821,1821,3,3,0,0,0,1,1,3,1,1,2,0,No
1822,1822,2,1,1,2,2,0,6,3,2,0,1,0,No
1823,1823,2,4,1,6,2,1,6,0,3,0,1,0,Yes
1824,1824,2,0,1,6,1,0,1,0,3,0,1,0,Yes
1825,1825,2,9,2,6,0,0,3,4,2,0,1,0,No
1826,1826,2,1,1,1,2,1,4,2,3,0,1,0,Yes
1827,1827,2,1,2,0,1,0,3,1,2,0,1,0,No
1828,1828,3,10,1,0,2,0,4,1,4,2,3,1,Yes
1829,1829,1,9,2,6,0,0,1,4,2,0,1,0,No
1830,1830,3,7,1,3,0,0,1,3,2,0,1,0,No
1831,1831,2,1,1,0,2,0,6,3,3,0,1,0,Yes
1832,1832,3,11,1,5,0,0,4,2,3,1,3,0,Yes
1833,1833,2,0,1,5,0,0,3,0,5,0,1,0,Yes
1834,1834,2,0,1,6,2,0,6,0,5,0,1,1,Yes
1835,1835,2,11,1,7,0,0,1,1,3,0,1,0,Yes
1836,1836,2,7,2,3,2,1,5,3,3,0,1,1,Yes
1837,1837,2,0,0,3,2,1,6,0,4,0,1,0,Yes
1838,1838,3,7,1,5,2,1,6,0,3,0,1,0,Yes
1839,1839,1,7,2,3,2,0,3,0,1,0,1,0,No
1840,1840,2,0,1,3,0,1,4,3,3,0,1,0,Yes
1841,1841,2,0,1,6,2,1,6,1,1,0,1,0,No
1842,1842,3,9,0,3,2,0,0,2,4,1,2,1,Yes
1843,1843,1,10,2,2,2,0,7,3,4,0,1,1,Yes
1844,1844,2,1,2,2,0,1,6,4,2,0,1,0,No
1845,1845,2,1,1,2,2,1,6,0,3,1,2,0,Yes
1846,1846,2,4,2,2,0,1,6,3,3,0,1,0,Yes
1847,1847,1,1,2,0,2,0,0,2,3,0,1,0,Yes
1848,1848,1,0,2,6,0,0,3,2,4,0,1,0,Yes
1849,1849,3,0,1,3,2,0,3,1,1,0,1,0,No
1850,1850,2,8,0,6,2,0,6,2,4,0,1,1,Yes
1851,1851,2,1,1,0,2,1,4,1,2,0,1,0,No
1852,1852,2,1,1,5,2,0,8,4,3,1,3,1,Yes
1853,1853,2,0,1,3,0,0,3,2,4,0,1,0,Yes
1854,1854,2,9,2,7,0,0,6,2,5,1,2,1,Yes
1855,1855,2,0,1,5,2,0,6,1,2,0,1,0,No
1856,1856,1,0,2,3,0,0,3,3,3,0,1,0,Yes
1857,1857,2,0,1,6,2,0,3,2,5,0,1,0,Yes
1858,1858,2,6,1,3,0,1,4,2,4,0,1,0,Yes
1859,1859,2,9,2,5,0,0,1,2,3,0,1,0,Yes
1860,1860,1,0,1,6,0,0,6,4,1,0,1,0,No
1861,1861,2,7,1,0,2,0,6,0,3,0,1,0,Yes
1862,1862,2,0,0,3,0,0,3,2,3,0,1,0,Yes
1863,1863,4,5,1,5,0,0,9,4,1,1,2,0,No
1864,1864,2,9,1,6,2,0,1,0,3,0,1,0,Yes
1865,1865,3,4,0,6,0,0,9,3,5,1,3,1,Yes
1866,1866,2,3,0,5,0,0,1,2,3,0,1,0,Yes
1867,1867,3,9,2,5,2,0,4,1,1,1,3,0,No
1868,1868,1,9,1,5,2,1,6,0,3,0,1,0,Yes
1869,1869,2,1,1,0,0,1,6,3,4,0,1,0,Yes
1870,1870,2,7,1,1,0,0,6,1,4,1,3,1,Yes
1871,1871,1,9,2,5,2,0,1,2,2,0,1,0,No
1872,1872,2,1,1,2,2,1,4,1,2,0,1,0,No
1873,1873,1,7,2,3,2,1,6,2,4,0,1,0,Yes
1874,1874,1,0,1,3,2,0,3,2,2,0,1,0,No
1875,1875,2,1,1,2,0,0,6,4,1,1,2,0,No
1876,1876,3,0,1,3,0,0,2,0,3,0,1,0,Yes
1877,1877,3,0,1,3,0,0,1,3,2,0,1,0,No
1878,1878,3,3,1,5,0,0,3,3,4,0,1,0,Yes
1879,1879,1,7,1,3,2,1,6,1,2,0,1,0,No
1880,1880,2,1,1,2,0,0,3,1,3,0,1,0,Yes
1881,1881,3,0,1,1,2,1,6,0,4,0,1,0,Yes
1882,1882,4,5,1,5,0,0,1,4,3,0,1,0,Yes
1883,1883,2,0,0,3,2,0,7,0,4,0,1,0,Yes
1884,1884,2,9,2,5,0,0,3,3,5,0,1,0,Yes
1885,1885,3,9,1,7,2,0,1,3,2,0,1,0,No
1886,1886,2,0,0,6,0,1,6,4,1,0,1,0,No
1887,1887,1,1,1,0,0,0,1,0,5,0,1,0,Yes
1888,1888,2,10,1,5,2,0,0,2,1,0,1,0,No
1889,1889,2,9,1,5,2,0,9,4,3,0,1,1,Yes
1890,1890,3,1,1,0,2,0,1,4,1,0,1,0,No
1891,1891,2,0,0,5,2,1,4,2,2,0,1,0,No
1892,1892,3,1,1,0,0,1,4,3,5,0,1,1,Yes
1893,1893,3,1,1,2,0,0,0,1,1,0,1,0,No
1894,1894,3,5,1,1,2,0,3,3,4,0,1,0,Yes
1895,1895,3,9,0,5,0,0,1,1,1,0,1,0,No
1896,1896,2,9,1,5,2,1,4,0,1,0,1,0,No
1897,1897,3,10,1,1,2,0,4,2,1,1,2,0,No
1898,1898,1,7,0,5,0,1,6,1,3,0,1,0,Yes
1899,1899,2,0,1,3,2,0,1,0,2,0,1,0,No
1900,1900,2,2,1,5,2,1,6,2,3,0,1,0,Yes
1901,1901,2,0,2,6,0,1,4,0,1,0,1,0,No
1902,1902,3,5,1,5,2,0,3,2,1,2,3,0,No
1903,1903,2,1,1,0,0,1,6,1,4,0,1,0,Yes
1904,1904,2,0,1,6,2,0,0,3,3,1,2,0,Yes
1905,1905,2,8,2,6,2,1,6,1,5,0,1,0,Yes
1906,1906,2,9,2,2,0,1,6,1,4,0,1,0,Yes
1907,1907,2,4,1,6,2,0,4,3,1,0,1,0,No
1908,1908,3,1,1,2,0,0,1,4,1,0,1,0,No
1909,1909,3,0,1,6,2,0,5,1,4,0,1,1,Yes
1910,1910,2,6,1,6,0,1,7,1,1,0,1,0,No
1911,1911,2,4,2,6,2,0,6,3,1,1,2,0,No
1912,1912,1,0,1,3,0,0,0,0,3,0,1,0,Yes
1913,1913,3,5,1,0,2,1,1,1,1,0,1,0,No
1914,1914,2,7,1,2,2,0,6,2,2,0,1,0,No
1915,1915,3,9,1,0,0,0,3,4,2,0,1,0,No
1916,1916,1,1,2,3,0,0,6,2,4,0,1,0,Yes
1917,1917,1,7,2,2,2,0,3,4,1,0,1,0,No
1918,1918,1,4,2,5,2,0,7,4,1,0,1,0,No
1919,1919,1,4,0,6,2,0,6,3,2,0,1,0,No
1920,1920,1,0,2,3,2,0,3,3,3,1,3,1,Yes
1921,1921,2,1,1,1,0,1,6,3,1,0,1,0,No
1922,1922,2,4,2,6,2,0,3,0,1,0,1,0,No
1923,1923,2,6,1,6,2,0,1,3,2,0,1,0,No
1924,1924,2,9,1,5,0,1,4,2,4,0,1,0,Yes
1925,1925,1,7,2,3,2,0,7,2,2,0,1,0,No
1926,1926,2,0,2,5,0,0,6,1,5,1,2,1,Yes
1927,1927,1,0,1,2,2,0,3,3,2,0,1,0,No
1928,1928,2,0,0,3,0,1,3,1,3,0,1,0,Yes
1929,1929,2,1,2,0,0,1,4,2,1,0,1,0,No
1930,1930,1,6,1,6,2,0,3,2,2,0,1,0,No
1931,1931,2,9,1,5,0,1,6,1,1,0,1,0,No
1932,1932,2,0,1,6,2,0,0,2,2,1,3,0,No
1933,1933,2,7,2,3,0,1,4,1,1,0,1,0,No
1934,1934,1,9,2,5,2,0,1,0,4,0,1,0,Yes
1935,1935,2,7,1,3,0,1,6,3,3,0,1,0,Yes
1936,1936,1,7,2,3,2,0,6,2,2,0,1,0,No
1937,1937,2,1,1,0,0,0,7,3,2,0,1,0,No
1938,1938,1,1,1,2,2,0,3,1,3,0,1,0,Yes
1939,1939,2,1,1,1,0,1,4,2,3,0,1,0,Yes
1940,1940,2,4,0,6,0,0,7,2,4,0,1,1,Yes
1941,1941,2,0,2,6,2,0,1,2,2,0,1,0,No
1942,1942,3,0,1,6,2,0,6,1,5,1,2,1,Yes
1943,1943,3,7,0,3,2,0,3,3,3,0,1,0,Yes
1944,1944,2,9,1,5,2,0,1,2,2,0,1,0,No
1945,1945,3,0,2,6,2,1,6,2,3,0,1,0,Yes
1946,1946,2,4,1,1,2,0,5,2,1,0,1,0,No
1947,1947,1,1,2,2,2,0,0,0,1,0,1,0,No
1948,1948,2,7,2,3,2,1,6,0,2,0,1,0,No
1949,1949,2,7,1,5,2,0,7,1,2,1,2,0,No
1950,1950,3,0,0,6,0,0,6,1,1,1,2,0,No
1951,1951,2,7,1,3,2,1,4,3,2,0,1,0,No
1952,1952,2,0,2,6,0,0,1,0,4,0,1,0,Yes
1953,1953,2,7,2,2,2,0,7,1,3,0,1,0,Yes
1954,1954,2,0,1,3,0,1,4,0,1,0,1,0,No
1955,1955,3,4,1,6,0,0,1,1,3,0,1,0,Yes
1956,1956,2,4,1,6,0,1,4,4,2,0,1,0,No
1957,1957,2,1,1,1,2,1,4,0,2,0,1,0,No
1958,1958,2,7,2,2,0,1,6,0,1,0,1,0,No
1959,1959,2,6,1,6,0,0,3,1,3,0,1,0,Yes
1960,1960,2,11,1,1,2,1,6,1,3,0,1,0,Yes
1961,1961,3,0,1,2,0,0,1,2,1,0,1,0,No
1962,1962,1,2,2,6,2,0,7,2,3,0,1,0,Yes
1963,1963,3,0,0,6,2,0,5,3,1,0,1,0,No
1964,1964,2,1,2,3,2,1,6,4,3,0,1,0,Yes
1965,1965,1,5,2,3,1,0,4,4,4,0,1,0,Yes
1966,1966,2,1,1,0,0,0,0,0,3,1,2,0,Yes
1967,1967,2,2,0,6,0,1,6,0,4,0,1,1,Yes
1968,1968,2,0,1,6,2,0,6,0,3,0,1,0,Yes
1969,1969,2,1,1,2,2,0,6,2,3,0,1,0,Yes
1970,1970,2,0,2,3,0,0,6,0,1,0,1,0,No
1971,1971,3,5,1,3,2,0,0,0,1,1,2,0,No
1972,1972,2,2,1,6,2,0,6,1,1,0,1,0,No
1973,1973,2,11,2,7,0,0,3,0,3,0,1,0,Yes
1974,1974,1,9,2,5,2,0,1,3,5,0,1,1,Yes
1975,1975,3,4,1,3,2,0,3,3,1,0,1,0,No
1976,1976,1,4,1,6,0,1,4,4,4,0,1,0,Yes
1977,1977,2,0,1,5,0,0,0,2,1,0,1,0,No
1978,1978,1,9,1,3,2,0,1,1,1,0,1,0,No
1979,1979,2,0,2,6,0,0,9,2,3,4,3,1,Yes
1980,1980,2,9,0,7,0,1,3,2,1,0,1,0,No
1981,1981,2,0,1,2,2,0,6,3,1,1,2,0,No
1982,1982,1,9,2,5,0,1,9,2,3,1,3,0,Yes
1983,1983,2,1,1,2,2,1,3,2,3,0,1,0,Yes
1984,1984,2,9,1,5,0,0,1,1,2,0,1,0,No
1985,1985,3,4,1,6,2,0,0,2,2,0,1,0,No
1986,1986,3,7,1,3,2,0,1,2,3,0,1,0,Yes
1987,1987,1,9,2,5,2,0,7,2,3,0,1,0,Yes
1988,1988,2,9,0,5,2,0,6,0,1,1,2,0,No
1989,1989,2,7,1,3,2,1,3,0,1,0,1,0,No
1990,1990,2,0,2,3,0,0,5,3,2,0,1,0,No
1991,1991,3,9,1,5,2,1,6,2,3,0,1,0,Yes
1992,1992,3,4,1,6,2,1,4,3,4,0,1,0,Yes
1993,1993,2,1,1,1,2,1,4,3,2,0,1,0,No
1994,1994,3,5,1,0,0,0,0,2,3,1,2,0,Yes
1995,1995,1,8,2,7,0,1,6,1,5,0,1,0,Yes
1996,1996,2,6,1,2,0,1,4,1,1,0,1,0,No
1997,1997,1,11,2,3,2,0,6,1,2,1,2,0,No
1998,1998,3,1,0,0,2,0,3,2,3,0,1,1,Yes
1999,1999,1,1,1,2,2,1,6,4,2,0,1,0,No
2000,2000,3,3,1,0,2,0,3,4,4,0,1,0,Yes
2001,2001,2,9,1,5,0,1,4,3,1,0,1,0,No
2002,2002,2,2,1,2,0,0,3,3,3,0,1,0,Yes
2003,2003,2,0,2,6,0,1,4,2,2,0,1,0,No
2004,2004,2,1,0,7,0,0,7,3,2,0,1,0,No
2005,2005,1,1,1,2,2,0,6,4,1,0,1,0,No
2006,2006,2,0,1,3,0,1,4,0,1,0,1,0,No
2007,2007,3,9,0,3,2,0,1,2,1,0,1,0,No
2008,2008,2,7,1,3,2,1,6,4,3,0,1,0,Yes
2009,2009,2,4,1,6,0,0,7,2,5,0,1,1,Yes
2010,2010,3,1,1,2,2,1,6,1,4,0,1,0,Yes
2011,2011,1,4,1,6,2,0,7,3,3,0,1,0,Yes
2012,2012,2,1,1,0,2,0,0,1,2,0,1,0,No
2013,2013,3,0,1,6,0,0,1,3,3,0,1,0,Yes
2014,2014,2,0,1,6,2,1,6,1,3,0,1,0,Yes
2015,2015,3,5,0,6,2,1,6,0,5,0,1,0,Yes
2016,2016,3,2,1,6,0,0,0,2,4,0,1,1,Yes
2017,2017,2,2,1,6,0,0,0,2,3,0,1,0,Yes
2018,2018,1,6,1,6,0,1,3,4,3,0,1,0,Yes
2019,2019,1,1,1,1,0,0,6,2,4,0,1,1,Yes
2020,2020,2,0,0,3,0,0,0,0,2,0,1,0,No
2021,2021,2,1,1,0,0,0,0,2,4,0,1,0,Yes
2022,2022,2,0,1,6,0,1,2,0,2,1,3,0,No
2023,2023,2,9,0,5,2,0,3,1,4,0,1,0,Yes
2024,2024,1,0,2,6,0,0,7,2,3,1,2,0,Yes
2025,2025,1,9,1,6,0,0,1,0,4,0,1,0,Yes
2026,2026,2,4,1,1,0,1,6,1,3,0,1,0,Yes
2027,2027,2,0,1,3,2,0,3,4,4,0,1,0,Yes
2028,2028,3,1,1,2,2,0,7,0,1,1,2,0,No
2029,2029,3,5,1,0,0,0,7,3,1,0,1,0,No
2030,2030,2,0,0,6,2,0,1,1,2,0,1,0,No
2031,2031,3,0,1,6,0,0,1,2,1,1,2,0,No
2032,2032,3,0,0,3,0,0,7,0,4,0,1,0,Yes
2033,2033,2,0,2,2,0,1,4,3,1,0,1,0,No
2034,2034,2,3,1,0,2,1,3,1,2,0,1,0,No
2035,2035,2,9,1,2,0,1,4,4,4,0,1,0,Yes
2036,2036,2,9,1,5,0,1,6,3,5,0,1,1,Yes
2037,2037,1,9,2,5,2,1,6,1,4,0,1,0,Yes
2038,2038,1,1,1,0,0,1,4,4,4,0,1,0,Yes
2039,2039,1,0,2,7,0,0,5,1,3,3,2,1,Yes
2040,2040,2,9,1,5,0,0,6,4,2,0,1,0,No
2041,2041,2,0,1,3,2,0,3,3,1,0,1,0,No
2042,2042,3,5,0,3,0,0,4,3,2,0,1,0,No
2043,2043,3,7,1,0,2,0,7,0,2,1,2,0,No
2044,2044,2,1,1,2,0,0,6,0,1,0,1,0,No
2045,2045,2,0,2,3,2,0,6,3,3,0,1,0,Yes
2046,2046,3,11,1,0,0,0,3,2,3,0,1,0,Yes
2047,2047,2,1,0,2,0,1,4,4,4,0,1,0,Yes
2048,2048,2,0,2,5,2,0,0,0,1,0,1,0,No
2049,2049,1,9,2,5,2,0,3,4,2,0,1,0,No
2050,2050,2,9,1,5,0,1,4,1,2,0,1,0,No
2051,2051,3,9,0,5,0,0,1,4,1,0,1,0,No
2052,2052,2,9,1,5,2,1,6,0,5,0,1,0,Yes
2053,2053,2,2,1,6,2,0,1,2,5,0,1,1,Yes
2054,2054,1,1,1,2,0,0,3,3,3,0,1,0,Yes
2055,2055,2,4,1,7,2,0,3,0,2,0,1,0,No
2056,2056,3,7,0,0,2,1,4,1,2,0,1,0,No
2057,2057,2,9,1,5,2,0,1,3,2,0,1,0,No
2058,2058,2,9,0,5,0,0,1,3,3,0,1,0,Yes
2059,2059,3,1,1,0,0,1,6,4,3,0,1,0,Yes
2060,2060,2,1,1,5,0,1,6,3,3,0,1,0,Yes
2061,2061,2,0,2,3,2,0,3,3,3,0,1,0,Yes
2062,2062,2,1,2,2,2,1,4,0,3,0,1,0,Yes
2063,2063,1,7,2,1,0,1,6,1,2,0,1,0,No
2064,2064,2,0,1,1,2,1,3,2,1,0,1,0,No
2065,2065,2,0,2,2,2,0,6,2,4,3,3,1,Yes
2066,2066,3,1,1,1,2,0,0,4,1,0,1,0,No
2067,2067,2,9,1,5,2,1,1,0,1,0,1,0,No
2068,2068,3,5,1,6,0,1,6,1,2,0,1,0,No
2069,2069,2,9,1,3,2,1,4,0,1,0,1,0,No
2070,2070,2,0,1,3,2,0,1,2,2,0,1,0,No
2071,2071,2,4,1,5,0,1,6,2,4,0,1,0,Yes
2072,2072,1,9,1,6,0,1,4,2,5,0,1,0,Yes
2073,2073,3,0,0,6,2,0,7,3,1,2,3,1,No
2074,2074,3,1,2,0,1,1,6,0,5,0,1,0,Yes
2075,2075,3,0,1,3,2,0,7,0,4,0,1,0,Yes
2076,2076,2,0,1,6,2,0,9,2,4,0,1,1,Yes
2077,2077,1,4,2,6,0,0,3,4,5,0,1,1,Yes
2078,2078,2,1,1,2,0,1,4,0,1,0,1,0,No
2079,2079,2,7,1,3,2,1,6,3,1,0,1,0,No
2080,2080,1,9,1,5,0,0,1,0,1,0,1,0,No
2081,2081,1,9,1,5,2,0,1,1,4,2,3,1,Yes
2082,2082,2,9,1,5,2,0,1,1,4,0,1,0,Yes
2083,2083,3,0,0,7,2,0,6,1,2,0,1,0,No
2084,2084,4,5,1,6,1,0,2,2,3,1,2,0,Yes
2085,2085,1,7,1,3,2,0,3,0,2,0,1,0,No
2086,2086,3,4,1,6,0,1,6,1,4,0,1,0,Yes
2087,2087,2,4,1,6,0,0,7,2,2,0,1,0,No
2088,2088,2,7,1,3,2,0,0,1,3,0,1,0,Yes
2089,2089,1,0,2,6,2,0,1,4,3,0,1,0,Yes
2090,2090,1,9,2,3,0,1,6,3,4,0,1,0,Yes
2091,2091,2,9,1,6,2,0,3,2,1,0,1,0,No
2092,2092,2,10,1,2,2,0,7,1,2,0,1,0,No
2093,2093,2,0,1,6,2,1,4,1,3,0,1,0,Yes
2094,2094,3,9,1,3,0,0,1,4,1,0,1,0,No
2095,2095,1,9,0,2,0,0,0,1,2,0,1,0,No
2096,2096,3,1,1,0,0,0,1,0,2,0,1,0,No
2097,2097,2,0,1,1,0,0,3,2,3,0,1,0,Yes
2098,2098,2,0,2,3,2,0,3,3,1,0,1,0,No
2099,2099,4,5,1,0,2,0,9,3,3,0,1,1,Yes
2100,2100,1,0,1,3,0,0,4,4,3,0,1,1,Yes
2101,2101,2,9,0,5,1,1,6,3,4,0,1,0,Yes
2102,2102,2,0,1,3,2,0,3,1,1,0,1,0,No
2103,2103,1,0,1,5,2,0,0,1,1,1,2,0,No
2104,2104,2,0,1,3,2,1,3,1,3,0,1,0,Yes
2105,2105,1,9,0,5,0,0,5,3,2,0,1,0,No
2106,2106,1,0,2,6,2,0,6,3,4,0,1,0,Yes
2107,2107,2,7,1,5,2,0,6,1,5,0,1,0,Yes
2108,2108,3,5,1,0,2,0,1,3,2,0,1,1,No
2109,2109,2,1,1,0,0,0,1,1,4,0,1,0,Yes
2110,2110,3,0,0,2,2,1,6,2,1,0,1,0,No
2111,2111,2,6,1,6,2,1,4,3,2,0,1,0,No
2112,2112,1,0,2,3,0,0,3,4,2,0,1,0,No
2113,2113,1,9,1,5,2,0,3,1,3,0,1,0,Yes
2114,2114,3,9,1,3,2,0,1,1,3,0,1,0,Yes
2115,2115,2,0,1,6,0,0,7,3,5,0,1,1,Yes
2116,2116,1,0,2,3,0,1,6,3,2,0,1,0,No
2117,2117,1,0,2,6,2,0,6,0,5,1,2,0,Yes
2118,2118,3,7,1,0,2,0,1,4,2,0,1,0,No
2119,2119,3,5,1,5,2,0,3,4,5,0,1,0,Yes
2120,2120,2,0,1,6,0,0,1,0,2,0,1,0,No
2121,2121,2,0,1,6,0,0,7,0,1,0,1,0,No
2122,2122,1,7,2,1,0,0,4,4,4,1,3,1,Yes
2123,2123,3,6,1,6,2,0,6,1,4,0,1,0,Yes
2124,2124,2,10,2,6,2,0,1,3,2,0,1,0,No
2125,2125,3,0,1,6,0,0,0,0,4,0,1,0,Yes
2126,2126,1,0,2,2,0,0,6,3,2,0,1,0,No
2127,2127,1,7,1,3,2,0,6,3,4,0,1,0,Yes
2128,2128,3,1,1,0,2,0,1,0,2,0,1,0,No
2129,2129,2,0,2,6,0,0,7,2,2,2,3,1,No
2130,2130,2,9,2,6,0,0,1,0,2,0,1,0,No
2131,2131,2,4,1,6,2,1,6,1,1,0,1,0,No
2132,2132,3,9,1,5,2,0,8,2,3,0,1,0,Yes
2133,2133,2,9,0,0,2,0,7,3,4,2,3,1,Yes
2134,2134,2,0,2,3,2,0,6,3,1,0,1,0,No
2135,2135,1,1,1,1,2,0,3,0,3,0,1,0,Yes
2136,2136,3,9,2,3,0,0,3,3,1,0,1,0,No
2137,2137,1,0,1,6,2,0,1,1,3,1,2,0,Yes
2138,2138,3,10,0,0,2,0,3,1,3,0,1,1,Yes
2139,2139,2,0,1,6,0,1,4,1,1,0,1,0,No
2140,2140,1,0,2,6,0,0,8,3,1,3,2,0,No
2141,2141,2,0,2,3,2,0,7,0,3,1,2,0,Yes
2142,2142,1,9,2,5,2,0,6,4,4,1,3,0,Yes
2143,2143,1,6,2,7,0,0,0,1,3,1,2,0,Yes
2144,2144,1,1,2,2,2,1,6,0,2,0,1,0,No
2145,2145,1,0,1,3,0,1,4,2,5,0,1,1,Yes
2146,2146,2,0,2,6,0,0,3,2,3,0,1,0,Yes
2147,2147,3,5,1,7,2,0,0,2,4,0,1,1,Yes
2148,2148,3,9,1,3,1,1,4,1,1,0,1,0,No
2149,2149,3,4,1,6,2,1,4,1,4,0,1,0,Yes
2150,2150,1,9,1,5,2,0,6,2,1,0,1,0,No
2151,2151,1,8,2,6,2,0,3,0,4,0,1,1,Yes
2152,2152,1,9,2,6,2,0,4,0,3,0,1,0,Yes
2153,2153,3,3,1,0,2,0,4,3,5,1,2,1,Yes
2154,2154,3,1,1,0,0,1,4,1,4,0,1,0,Yes
2155,2155,3,0,1,6,0,1,6,0,3,0,1,0,Yes
2156,2156,2,11,1,2,0,1,6,4,1,0,1,0,No
2157,2157,2,0,1,6,2,0,7,1,5,0,1,0,Yes
2158,2158,2,3,1,3,2,0,6,0,2,1,2,0,No
2159,2159,2,1,1,0,0,0,1,2,3,0,1,0,Yes
2160,2160,1,7,2,3,2,0,6,1,4,2,2,0,Yes
2161,2161,2,10,0,3,2,0,7,1,1,1,2,0,No
2162,2162,2,0,2,6,0,1,6,3,2,1,2,0,No
2163,2163,2,3,1,2,0,0,3,3,3,0,1,0,Yes
2164,2164,3,5,1,6,2,0,1,3,2,0,1,0,No
2165,2165,2,9,2,6,2,1,6,2,2,0,1,0,No
2166,2166,2,4,1,7,2,1,4,0,1,0,1,0,No
2167,2167,2,0,1,6,0,0,6,1,2,3,2,0,No
2168,2168,2,1,0,0,2,0,7,0,1,1,2,0,No
2169,2169,2,0,1,3,0,1,4,1,3,0,1,0,Yes
2170,2170,1,1,1,2,0,1,4,4,3,0,1,0,Yes
2171,2171,2,7,1,3,2,0,6,4,3,0,1,0,Yes
2172,2172,1,9,1,3,2,0,1,3,4,0,1,0,Yes
2173,2173,3,1,1,7,0,0,3,0,2,0,1,0,No
2174,2174,1,0,2,2,0,0,3,2,3,0,1,0,Yes
2175,2175,2,0,0,3,0,0,7,4,4,0,1,0,Yes
2176,2176,3,5,1,0,2,0,2,4,4,2,2,0,Yes
2177,2177,2,9,2,6,0,1,6,3,1,0,1,0,No
2178,2178,1,1,1,0,0,1,3,0,2,0,1,0,No
2179,2179,2,9,2,5,2,0,1,1,2,0,1,0,No
2180,2180,2,0,0,6,2,0,6,3,2,0,1,0,No
2181,2181,3,5,1,7,0,1,6,1,4,0,1,0,Yes
2182,2182,2,0,1,6,0,1,6,1,3,0,1,0,Yes
2183,2183,3,9,0,6,0,0,3,2,4,0,1,0,Yes
2184,2184,2,9,0,5,2,0,3,0,3,0,1,0,Yes
2185,2185,2,7,3,3,0,1,4,0,1,0,1,0,No
2186,2186,2,2,1,5,2,0,7,2,1,0,1,0,No
2187,2187,1,1,2,3,0,0,6,2,3,0,1,0,Yes
2188,2188,2,2,1,6,0,1,6,4,2,0,1,0,No
2189,2189,2,1,0,2,2,0,3,3,2,0,1,0,No
2190,2190,2,0,1,6,2,0,7,4,3,0,1,0,Yes
2191,2191,1,0,1,3,0,0,1,2,2,0,1,0,No
2192,2192,3,4,0,3,0,0,7,2,4,0,1,0,Yes
2193,2193,1,9,2,6,2,0,6,1,1,1,2,0,No
2194,2194,3,1,1,2,0,0,1,4,2,0,1,0,No
2195,2195,1,1,1,2,0,1,4,4,4,0,1,0,Yes
2196,2196,3,0,1,3,0,0,8,4,3,2,3,1,Yes
2197,2197,2,7,1,3,2,0,6,4,1,0,1,0,No
2198,2198,2,1,2,1,1,1,4,3,1,0,1,0,No
2199,2199,3,4,1,6,0,1,4,0,1,0,1,0,No
2200,2200,1,1,1,7,0,1,4,0,2,0,1,0,No
2201,2201,3,5,0,6,2,0,6,0,3,0,1,0,Yes
2202,2202,3,1,1,3,0,0,3,1,2,0,1,0,No
2203,2203,2,2,0,7,2,0,6,0,3,0,1,0,Yes
2204,2204,3,3,1,0,2,0,3,1,1,0,1,0,No
2205,2205,1,4,2,6,2,0,1,1,1,0,1,0,No
2206,2206,2,4,2,6,0,0,6,3,1,0,1,0,No
2207,2207,2,4,2,6,0,0,7,2,4,0,1,0,Yes
2208,2208,3,5,1,5,0,1,9,0,4,1,2,0,Yes
2209,2209,3,6,1,6,0,0,0,3,2,0,1,1,No
2210,2210,2,7,1,2,2,0,3,3,2,0,1,0,No
2211,2211,2,0,1,6,2,1,6,3,5,0,1,0,Yes
2212,2212,3,9,1,0,2,0,7,0,4,0,1,0,Yes
2213,2213,3,11,1,7,0,0,1,4,1,0,1,0,No
2214,2214,3,1,0,0,0,1,6,1,3,0,1,0,Yes
2215,2215,2,7,2,3,2,0,7,2,4,0,1,0,Yes
2216,2216,3,9,1,7,2,1,6,0,3,0,1,0,Yes
2217,2217,2,4,1,6,2,0,5,2,2,1,2,0,No
2218,2218,3,1,1,5,2,0,6,2,3,1,2,0,Yes
2219,2219,1,0,1,3,2,1,6,0,2,0,1,0,No
2220,2220,3,0,0,3,2,0,6,0,1,1,2,0,No
2221,2221,2,0,2,6,0,0,1,0,1,0,1,0,No
2222,2222,1,1,1,1,0,0,6,1,2,0,1,0,No
2223,2223,2,2,1,5,2,0,6,0,3,1,2,1,Yes
2224,2224,2,2,1,0,0,1,6,2,3,0,1,0,Yes
