,age,job,marital,education,housing,contact,month,day_of_week,duration,previous,poutcome,y,Promotion
1299,2,1,1,3,2,0,0,1,3,0,1,0,Received
1300,2,7,2,3,2,0,0,4,5,0,1,1,Received
1301,3,9,1,5,2,1,6,1,3,0,1,0,Received
1302,3,9,2,0,2,0,7,4,3,0,1,0,Received
1303,2,1,1,1,0,0,1,2,3,0,1,0,Received
1304,2,9,1,5,0,0,0,0,2,1,2,0,Not Received
1305,3,9,1,5,2,1,6,2,3,0,1,0,Received
1306,3,0,1,6,2,1,6,2,2,0,1,0,Not Received
1307,2,10,1,3,2,0,8,1,3,1,3,1,Received
1308,1,0,2,6,0,1,6,3,4,0,1,0,Received
1309,3,1,1,0,2,1,4,4,1,0,1,0,Not Received
1310,1,8,2,3,2,1,1,0,4,0,1,0,Received
1311,2,0,2,6,0,0,1,1,3,0,1,0,Received
1312,2,6,2,6,2,0,7,4,4,0,1,0,Received
1313,2,0,1,6,2,0,1,1,3,0,1,0,Received
1314,3,11,1,3,0,1,4,4,1,0,1,0,Not Received
1315,1,1,2,3,0,0,6,4,4,1,2,0,Received
1316,2,0,2,3,2,0,7,2,5,0,1,0,Received
1317,1,0,1,6,2,0,4,3,3,0,1,1,Received
1318,1,1,1,2,0,0,6,2,2,0,1,0,Not Received
1319,2,9,1,7,2,0,1,0,1,0,1,0,Not Received
1320,2,9,2,5,0,0,4,0,2,0,1,1,Not Received
1321,3,9,1,6,2,0,0,2,4,1,2,1,Received
1322,2,6,2,6,0,0,3,2,4,0,1,0,Received
1323,2,2,1,6,2,0,0,2,4,0,1,0,Received
1324,3,1,1,7,2,0,6,1,1,0,1,0,Not Received
1325,2,1,1,3,0,1,6,3,1,0,1,0,Not Received
1326,1,7,0,3,2,0,7,1,1,0,1,0,Not Received
1327,2,9,1,6,0,0,3,2,2,0,1,0,Not Received
1328,1,7,2,3,2,0,3,2,1,0,1,0,Not Received
1329,3,0,2,6,2,0,1,1,2,0,1,0,Not Received
1330,1,8,2,7,2,0,7,3,4,3,2,0,Received
1331,3,0,2,3,0,0,3,0,1,0,1,0,Not Received
1332,2,7,1,3,0,1,4,2,3,0,1,0,Received
1333,2,11,2,3,2,0,3,2,3,0,1,0,Received
1334,1,8,2,7,0,0,0,0,4,0,1,0,Received
1335,3,9,1,6,1,0,1,1,5,0,1,1,Received
1336,3,1,1,0,0,0,3,4,4,0,1,1,Received
1337,1,1,2,2,1,1,4,0,2,0,1,0,Not Received
1338,2,3,1,0,2,0,3,1,1,0,1,0,Not Received
1339,3,3,0,3,0,0,0,0,2,0,1,0,Not Received
1340,3,1,1,0,0,1,6,3,2,0,1,0,Not Received
1341,1,7,1,3,2,1,6,3,2,0,1,0,Not Received
1342,1,0,2,6,0,0,1,4,3,0,1,0,Received
1343,2,0,1,6,0,1,4,0,3,0,1,0,Received
1344,3,6,1,6,0,1,6,1,4,0,1,0,Received
1345,2,1,2,0,2,1,4,1,1,0,1,0,Not Received
1346,2,7,0,3,0,0,3,1,2,0,1,0,Not Received
1347,2,1,1,0,0,0,0,0,1,0,1,0,Not Received
1348,2,0,1,1,2,1,6,3,2,0,1,0,Not Received
1349,2,9,1,5,0,0,1,3,2,0,1,0,Not Received
1350,2,1,0,0,2,0,3,3,1,0,1,0,Not Received
1351,2,7,1,2,2,1,4,4,2,0,1,0,Not Received
1352,2,1,2,6,2,1,6,0,3,0,1,0,Received
1353,2,0,0,3,0,0,6,1,1,0,1,0,Not Received
1354,3,0,1,6,2,1,5,2,3,0,1,0,Received
1355,3,9,1,5,2,1,6,3,1,0,1,0,Not Received
1356,2,1,2,3,0,0,0,3,3,2,2,0,Received
1357,1,0,1,5,2,0,8,3,4,0,1,1,Received
1358,1,7,1,3,0,0,7,4,2,0,1,0,Not Received
1359,2,0,2,5,2,0,0,3,3,0,1,0,Received
1360,2,2,1,5,1,0,6,1,1,0,1,0,Not Received
1361,1,2,2,6,0,0,3,3,3,0,1,0,Received
1362,2,0,2,6,2,0,6,4,1,1,2,0,Not Received
1363,3,9,1,3,2,1,6,4,1,0,1,0,Not Received
1364,1,0,1,3,2,0,9,1,2,1,2,0,Not Received
1365,1,0,1,6,0,0,0,4,4,1,2,0,Received
1366,2,1,1,2,0,1,6,4,2,0,1,0,Not Received
1367,2,9,1,5,0,0,1,1,3,0,1,0,Received
1368,3,1,1,0,0,0,3,1,2,0,1,0,Not Received
1369,2,0,1,6,0,0,1,0,3,0,1,1,Received
1370,3,11,1,7,0,0,1,3,1,0,1,0,Not Received
1371,2,0,1,3,0,1,6,3,3,0,1,0,Received
1372,3,4,0,6,2,1,4,2,1,0,1,0,Not Received
1373,2,10,2,3,2,0,6,4,5,0,1,1,Received
1374,1,9,2,6,2,1,1,2,3,0,1,0,Received
1375,2,9,2,3,2,0,6,2,3,0,1,0,Received
1376,2,9,0,5,2,1,6,0,1,0,1,0,Not Received
1377,2,1,1,1,0,0,0,0,1,1,2,0,Not Received
1378,1,1,2,2,0,1,6,0,4,0,1,0,Received
1379,2,1,2,6,0,0,6,4,3,1,2,0,Received
1380,3,1,1,0,2,1,4,3,1,0,1,0,Not Received
1381,2,7,2,7,2,1,6,4,3,0,1,0,Received
1382,3,9,1,3,2,0,3,3,1,0,1,0,Not Received
1383,3,1,1,3,2,1,4,2,3,0,1,0,Received
1384,1,4,2,6,0,1,9,3,1,0,1,0,Not Received
1385,2,0,0,6,0,0,3,3,1,0,1,0,Not Received
1386,1,9,2,6,2,0,1,2,1,0,1,0,Not Received
1387,2,1,1,2,0,0,0,0,2,0,1,0,Not Received
1388,1,0,2,6,0,0,3,2,5,0,1,1,Received
1389,3,6,1,2,2,0,1,2,3,0,1,0,Received
1390,2,1,1,2,0,1,6,1,2,0,1,0,Not Received
1391,3,1,1,2,0,0,6,2,4,0,1,0,Received
1392,1,9,2,3,2,1,4,1,3,0,1,0,Received
1393,1,1,1,0,2,0,3,2,1,0,1,0,Not Received
1394,2,9,1,5,0,0,0,0,4,1,2,1,Received
1395,1,1,2,7,2,1,4,4,3,0,1,0,Received
1396,3,0,1,6,0,0,1,3,4,1,2,1,Received
1397,2,9,1,5,2,0,1,0,2,0,1,0,Not Received
1398,1,0,1,3,2,0,8,2,3,1,2,0,Received
1399,2,0,2,3,2,0,3,3,1,0,1,0,Not Received
1400,2,1,1,1,2,0,0,1,2,0,1,0,Not Received
1401,2,4,2,6,0,0,3,1,4,0,1,0,Received
1402,3,9,1,5,0,0,8,3,2,0,1,0,Not Received
1403,2,0,1,3,2,1,6,1,2,0,1,0,Not Received
1404,2,0,1,6,2,0,0,2,1,1,2,0,Not Received
1405,2,1,1,2,0,1,6,2,3,0,1,0,Received
1406,3,0,1,3,0,0,1,4,2,0,1,0,Not Received
1407,2,0,2,6,0,0,1,4,2,0,1,0,Not Received
1408,1,0,2,3,0,1,4,2,4,0,1,0,Received
1409,2,1,1,2,0,1,6,4,1,0,1,0,Not Received
1410,3,3,0,1,2,0,6,3,3,0,1,0,Received
1411,3,5,1,6,0,0,9,2,4,1,3,1,Received
1412,2,4,2,6,2,0,7,4,2,1,2,0,Not Received
1413,3,0,1,6,2,0,1,3,5,0,1,0,Received
1414,3,1,0,3,0,1,6,1,3,0,1,0,Received
1415,2,7,2,3,0,1,7,1,1,1,2,0,Not Received
1416,2,9,1,2,0,1,6,0,4,0,1,0,Received
1417,2,6,1,6,0,1,6,2,1,0,1,0,Not Received
1418,3,9,1,1,2,0,3,2,5,0,1,0,Received
1419,2,1,1,1,2,0,6,2,4,1,2,0,Received
1420,2,0,1,3,2,0,3,3,1,0,1,0,Not Received
1421,2,2,1,2,0,1,6,1,1,0,1,0,Not Received
1422,2,9,2,6,2,0,8,0,3,0,1,1,Received
1423,2,1,1,2,2,1,6,2,1,0,1,0,Not Received
1424,2,0,1,7,2,1,4,0,3,0,1,0,Received
1425,1,9,2,5,0,0,7,2,3,0,1,0,Received
1426,1,6,1,5,0,1,4,4,4,0,1,0,Received
1427,2,0,1,3,2,0,7,4,4,0,1,0,Received
1428,2,1,1,1,0,0,1,3,2,0,1,0,Not Received
1429,3,4,1,6,2,0,1,3,5,0,1,1,Received
1430,1,9,1,6,0,0,6,1,1,0,1,0,Not Received
1431,1,8,2,3,0,0,4,4,2,2,3,0,Not Received
1432,3,5,1,0,2,0,1,1,2,0,1,0,Not Received
1433,2,2,2,5,2,0,5,0,4,0,1,1,Received
1434,2,2,1,6,2,0,3,2,2,0,1,0,Not Received
1435,2,4,1,1,2,1,4,0,1,0,1,0,Not Received
1436,1,0,2,3,1,1,6,2,2,0,1,0,Not Received
1437,3,7,1,3,2,1,5,1,2,0,1,0,Not Received
1438,1,0,2,6,2,0,1,3,4,0,1,0,Received
1439,1,0,2,6,2,0,1,0,2,0,1,0,Not Received
1440,4,5,1,0,0,0,3,0,4,1,3,1,Received
1441,2,4,1,7,0,1,6,3,2,0,1,0,Not Received
1442,2,0,1,6,2,0,3,3,2,0,1,0,Not Received
1443,2,9,0,2,0,1,4,4,2,0,1,0,Not Received
1444,3,3,1,2,2,1,6,4,2,0,1,0,Not Received
1445,1,7,2,3,0,0,6,4,4,0,1,0,Received
1446,2,9,0,3,0,0,7,3,1,0,1,0,Not Received
1447,2,1,1,5,1,0,7,3,2,0,1,0,Not Received
1448,4,5,1,0,0,1,3,2,4,0,1,1,Received
1449,3,2,1,0,0,1,6,1,5,0,1,0,Received
1450,1,9,2,5,2,0,4,0,2,1,3,1,Not Received
1451,2,1,1,3,2,1,4,0,1,0,1,0,Not Received
1452,1,9,2,3,2,0,1,1,1,0,1,0,Not Received
1453,2,0,1,3,2,0,1,1,1,0,1,0,Not Received
1454,2,6,1,6,2,0,6,2,2,0,1,0,Not Received
1455,2,4,1,6,0,0,3,0,2,0,1,0,Not Received
1456,2,4,1,6,2,0,6,3,2,0,1,0,Not Received
1457,1,1,2,2,0,0,1,4,1,0,1,0,Not Received
1458,4,5,1,7,0,0,9,3,3,1,2,1,Received
1459,3,0,1,0,0,1,6,4,2,0,1,0,Not Received
1460,2,7,2,2,0,0,3,0,1,0,1,0,Not Received
1461,3,1,1,2,0,0,1,3,2,0,1,0,Not Received
1462,3,0,1,3,0,0,8,3,4,1,2,1,Received
1463,2,7,1,3,0,0,3,2,3,0,1,0,Received
1464,3,7,1,0,0,0,1,2,4,0,1,0,Received
1465,1,8,2,2,2,0,8,3,1,1,2,0,Not Received
1466,1,9,2,6,0,1,6,4,2,0,1,0,Not Received
1467,2,0,0,6,2,0,1,3,3,0,1,0,Received
1468,2,6,1,6,0,0,3,4,5,0,1,0,Received
1469,3,0,1,0,2,0,7,1,1,0,1,0,Not Received
1470,3,5,1,5,2,0,6,1,4,1,3,1,Received
1471,3,7,2,3,0,0,3,4,2,0,1,0,Not Received
1472,1,9,2,5,2,0,1,4,1,0,1,0,Not Received
1473,1,1,1,3,0,1,6,1,1,0,1,0,Not Received
1474,2,7,1,3,2,1,4,0,2,0,1,0,Not Received
1475,3,5,1,3,2,1,6,2,3,0,1,0,Received
1476,1,1,1,5,1,1,1,3,1,0,1,0,Not Received
1477,3,10,1,3,2,0,7,2,2,0,1,0,Not Received
1478,1,9,2,5,0,1,6,1,2,0,1,0,Not Received
1479,1,0,2,3,0,1,6,2,5,0,1,1,Received
1480,2,9,1,5,0,0,3,2,1,0,1,0,Not Received
1481,3,7,1,5,0,1,6,3,2,0,1,0,Not Received
1482,1,9,2,5,0,1,4,2,3,0,1,0,Received
1483,2,1,1,2,2,1,6,3,5,0,1,0,Received
1484,2,2,1,3,0,0,3,3,5,0,1,0,Received
1485,2,9,2,7,0,0,7,4,3,0,1,0,Received
1486,3,0,0,6,2,0,1,4,1,0,1,0,Not Received
1487,3,6,0,6,0,0,7,2,4,0,1,0,Received
1488,2,9,1,5,0,1,4,0,1,0,1,0,Not Received
1489,2,4,0,6,2,0,0,0,3,0,1,0,Received
1490,3,1,1,1,2,1,6,1,4,0,1,0,Received
1491,1,7,2,3,2,0,3,3,1,0,1,0,Not Received
1492,2,1,1,1,2,0,3,4,1,0,1,0,Not Received
1493,2,9,1,6,2,0,0,2,3,1,3,0,Received
1494,3,7,1,3,2,0,6,4,2,0,1,0,Not Received
1495,2,0,2,6,2,0,1,2,2,0,1,0,Not Received
1496,2,0,2,6,0,0,3,4,3,0,1,0,Received
1497,1,1,1,1,0,1,6,1,1,0,1,0,Not Received
1498,2,1,1,2,0,1,6,3,3,0,1,0,Received
1499,1,0,2,3,2,0,7,0,1,0,1,0,Not Received
1500,4,5,1,2,2,0,0,2,4,0,1,1,Received
1501,2,9,1,5,0,0,3,0,4,0,1,0,Received
1502,2,1,1,2,1,1,6,3,4,0,1,0,Received
1503,2,1,1,2,0,0,7,3,2,0,1,0,Not Received
1504,1,2,2,6,0,0,0,2,3,0,1,1,Received
1505,2,7,1,3,2,1,4,0,3,0,1,0,Received
1506,2,11,2,2,2,1,6,3,1,0,1,0,Not Received
1507,2,1,1,0,2,0,6,2,1,0,1,0,Not Received
1508,3,0,0,1,2,0,3,1,3,0,1,0,Received
1509,4,5,1,6,0,0,9,4,3,0,1,0,Received
1510,3,0,1,2,2,0,1,3,2,0,1,0,Not Received
1511,2,0,1,3,2,0,7,1,2,0,1,0,Not Received
1512,2,1,1,6,2,0,6,2,4,0,1,0,Received
1513,2,0,1,3,0,0,6,3,2,1,2,0,Not Received
1514,1,0,2,6,2,1,6,4,5,0,1,0,Received
1515,3,4,1,6,2,0,6,3,4,0,1,1,Received
1516,1,0,2,6,0,0,0,4,4,0,1,1,Received
1517,1,0,1,3,0,0,3,2,2,0,1,0,Not Received
1518,2,1,3,7,0,0,6,2,2,0,1,0,Not Received
1519,1,0,2,3,0,1,4,4,1,0,1,0,Not Received
1520,2,4,1,6,2,1,6,2,2,0,1,0,Not Received
1521,2,6,0,2,2,1,4,1,3,0,1,0,Received
1522,1,1,1,2,1,1,6,2,3,0,1,0,Received
1523,3,0,1,6,0,0,7,0,3,0,1,0,Received
1524,2,2,0,6,2,0,7,1,3,0,1,0,Received
1525,1,0,2,3,2,0,3,2,1,0,1,0,Not Received
1526,1,0,2,6,0,0,1,0,1,0,1,0,Not Received
1527,2,9,0,3,0,1,6,0,2,0,1,0,Not Received
1528,1,1,1,5,2,1,4,0,4,0,1,0,Received
1529,1,7,2,3,0,0,3,2,4,0,1,0,Received
1530,2,6,1,2,0,0,3,0,5,0,1,0,Received
1531,1,9,2,7,2,1,4,2,2,0,1,0,Not Received
1532,2,2,2,5,0,1,4,4,3,0,1,0,Received
1533,2,0,1,3,1,1,6,4,2,0,1,0,Not Received
1534,2,3,1,3,0,0,6,4,4,1,2,0,Received
1535,2,0,2,6,2,0,1,0,3,0,1,0,Received
1536,2,1,1,3,2,0,7,1,2,1,2,0,Not Received
1537,2,9,1,5,2,0,1,3,5,0,1,1,Received
1538,2,1,2,6,2,0,6,1,4,0,1,0,Received
1539,2,9,1,3,2,0,1,3,4,0,1,0,Received
1540,2,4,0,3,2,1,4,0,2,0,1,0,Not Received
1541,2,4,1,3,2,0,1,3,5,0,1,0,Received
1542,2,9,1,5,2,0,1,0,1,0,1,0,Not Received
1543,2,0,0,6,0,1,3,2,3,0,1,0,Received
1544,2,1,1,2,2,0,0,0,3,0,1,0,Received
1545,2,9,0,2,0,1,6,4,3,0,1,0,Received
1546,3,0,2,3,2,0,0,1,2,0,1,0,Not Received
1547,3,5,1,0,0,1,0,3,4,0,1,0,Received
1548,2,10,1,2,2,1,6,0,5,0,1,0,Received
1549,2,0,0,6,0,1,6,0,1,0,1,0,Not Received
1550,3,3,1,7,2,0,0,0,2,1,2,0,Not Received
1551,2,0,0,6,2,1,6,2,2,0,1,0,Not Received
1552,2,4,1,6,0,0,7,2,5,0,1,0,Received
1553,2,7,2,3,2,1,6,0,4,0,1,0,Received
1554,1,9,1,5,0,1,6,4,3,0,1,0,Received
1555,1,0,1,3,0,1,6,3,3,0,1,0,Received
1556,2,7,1,3,0,1,4,0,2,0,1,0,Not Received
1557,3,9,1,5,2,1,4,4,1,0,1,0,Not Received
1558,1,9,2,6,0,0,3,4,2,0,1,0,Not Received
1559,2,1,1,2,2,0,6,3,2,1,2,0,Not Received
1560,2,1,1,3,2,0,3,3,1,0,1,0,Not Received
1561,2,0,1,6,2,0,1,3,3,0,1,0,Received
1562,2,2,1,6,1,0,3,2,4,0,1,1,Received
1563,2,7,2,3,0,1,6,4,1,0,1,0,Not Received
1564,2,2,0,6,2,1,6,1,1,0,1,0,Not Received
1565,3,10,1,0,0,0,1,3,2,0,1,0,Not Received
1566,3,7,1,7,0,0,7,1,1,0,1,0,Not Received
1567,1,0,2,3,2,1,6,1,1,0,1,0,Not Received
1568,1,0,1,6,2,0,6,1,3,0,1,0,Received
1569,1,8,2,3,2,0,6,4,3,0,1,0,Received
1570,2,0,2,6,0,1,6,3,2,0,1,0,Not Received
1571,2,6,0,2,1,0,7,2,2,1,2,0,Not Received
1572,2,1,0,2,2,1,6,0,2,0,1,0,Not Received
1573,2,9,1,5,0,0,1,1,2,0,1,0,Not Received
1574,2,4,1,3,0,0,1,4,2,0,1,0,Not Received
1575,2,0,2,3,2,0,8,1,2,1,3,0,Not Received
1576,1,6,2,6,0,1,4,0,5,0,1,1,Received
1577,2,9,2,6,0,0,0,0,2,0,1,0,Not Received
1578,1,9,1,5,0,0,6,4,3,0,1,0,Received
1579,2,1,1,1,0,1,6,1,1,0,1,0,Not Received
1580,2,9,0,5,0,1,6,4,3,0,1,0,Received
1581,2,7,0,3,0,0,0,1,3,1,2,0,Received
1582,2,0,1,3,2,0,1,3,3,0,1,0,Received
1583,1,8,2,6,2,1,6,1,3,0,1,0,Received
1584,2,8,2,7,2,1,4,3,4,0,1,0,Received
1585,3,0,1,6,2,0,1,2,3,0,1,0,Received
1586,3,0,0,6,2,0,7,2,1,0,1,0,Not Received
1587,3,4,0,6,2,1,4,3,2,0,1,0,Not Received
1588,2,9,2,6,0,0,7,1,5,0,1,1,Received
1589,3,5,1,5,2,0,1,3,4,1,3,1,Received
1590,2,2,1,3,0,0,7,0,4,0,1,0,Received
1591,2,9,1,3,2,0,7,0,3,1,2,0,Received
1592,2,4,1,7,2,1,2,1,5,1,3,1,Received
1593,3,10,1,3,2,0,1,4,4,0,1,0,Received
1594,2,9,1,5,2,1,0,1,4,0,1,1,Received
1595,2,1,1,2,2,1,6,3,4,0,1,0,Received
1596,3,5,1,5,2,0,1,0,4,1,2,1,Received
1597,2,1,1,0,0,0,7,0,2,0,1,0,Not Received
1598,1,9,1,3,0,1,6,3,3,0,1,0,Received
1599,2,9,2,6,2,0,7,0,5,0,1,1,Received
1600,2,9,1,2,0,0,7,4,1,0,1,0,Not Received
1601,2,0,0,6,2,0,1,4,4,0,1,1,Received
1602,1,2,3,6,2,1,8,2,2,1,2,0,Not Received
1603,1,7,2,3,0,1,1,1,1,3,2,0,Not Received
1604,2,0,0,5,0,1,6,3,1,0,1,0,Not Received
1605,2,9,1,5,0,1,6,2,4,0,1,0,Received
1606,3,7,1,7,0,1,6,4,3,0,1,0,Received
1607,3,10,1,6,2,0,7,0,3,1,2,0,Received
1608,2,0,1,3,0,0,3,4,2,0,1,0,Not Received
1609,2,0,0,6,0,1,4,4,3,0,1,0,Received
1610,1,1,1,2,0,0,6,1,1,0,1,0,Not Received
1611,2,7,1,3,0,1,6,1,2,1,2,0,Not Received
1612,3,0,2,6,0,0,0,2,4,0,1,0,Received
1613,2,1,1,2,2,0,7,2,4,1,2,0,Received
1614,2,9,1,3,2,1,6,0,2,0,1,0,Not Received
1615,2,0,1,6,2,1,6,1,2,0,1,0,Not Received
1616,1,2,2,2,0,0,7,0,1,0,1,0,Not Received
1617,1,1,2,3,0,0,3,3,1,0,1,0,Not Received
1618,3,4,1,6,2,0,7,0,2,0,1,0,Not Received
1619,1,1,1,2,2,1,6,2,3,0,1,0,Received
1620,3,5,0,3,0,1,6,4,2,0,1,0,Not Received
1621,2,9,2,6,0,0,1,3,1,0,1,0,Not Received
1622,1,9,2,5,2,0,6,0,1,0,1,0,Not Received
1623,1,7,1,3,2,0,3,1,1,0,1,0,Not Received
1624,2,3,1,2,0,0,3,4,1,0,1,0,Not Received
1625,2,9,0,3,0,0,3,2,5,0,1,0,Received
1626,2,3,1,6,2,1,7,4,2,0,1,0,Not Received
1627,2,6,2,6,1,0,8,1,2,0,1,0,Not Received
1628,1,0,2,6,0,0,7,0,4,1,3,0,Received
1629,2,1,1,5,2,1,4,4,1,0,1,0,Not Received
1630,2,0,1,6,0,1,4,2,1,0,1,0,Not Received
1631,2,0,1,6,0,0,1,1,1,0,1,0,Not Received
1632,4,5,1,6,2,1,0,1,1,0,1,0,Not Received
1633,3,0,1,6,2,1,3,1,1,0,1,0,Not Received
1634,1,2,1,3,2,1,4,2,2,0,1,0,Not Received
1635,3,5,1,3,2,1,6,1,1,0,1,0,Not Received
1636,3,2,0,3,0,0,3,0,4,0,1,0,Received
1637,3,5,1,1,0,0,3,3,3,0,1,0,Received
1638,3,2,1,2,1,1,7,1,2,1,2,0,Not Received
1639,1,4,2,6,2,0,4,2,2,0,1,1,Not Received
1640,1,9,2,6,0,1,6,3,2,0,1,0,Not Received
1641,2,9,1,2,0,1,4,0,1,0,1,0,Not Received
1642,2,9,0,5,2,0,1,3,1,0,1,0,Not Received
1643,1,1,1,2,0,0,3,3,1,0,1,0,Not Received
1644,2,1,1,2,0,0,6,2,4,0,1,0,Received
1645,2,3,1,0,2,1,4,1,1,0,1,0,Not Received
1646,2,9,0,5,2,0,6,1,2,0,1,0,Not Received
1647,1,6,2,6,2,0,1,1,1,0,1,0,Not Received
1648,3,7,1,3,2,1,6,2,5,0,1,0,Received
1649,2,9,1,5,0,1,6,2,3,0,1,0,Received
1650,2,9,2,6,0,0,4,3,5,1,2,1,Received
1651,2,9,2,6,0,0,6,3,3,0,1,0,Received
1652,1,0,1,3,0,0,0,1,1,0,1,0,Not Received
1653,2,6,2,6,0,0,7,4,3,1,3,0,Received
1654,3,0,1,6,0,0,7,1,2,2,3,0,Not Received
1655,2,7,1,3,2,1,3,3,1,0,1,0,Not Received
1656,2,2,1,5,0,1,6,1,3,0,1,0,Received
1657,2,7,2,3,2,0,6,3,4,1,2,0,Received
1658,3,4,1,3,2,0,7,1,1,1,2,0,Not Received
1659,3,9,1,3,2,0,7,4,3,0,1,0,Received
1660,1,9,2,5,0,0,7,4,5,0,1,1,Received
1661,3,0,1,2,2,0,3,4,3,0,1,1,Received
1662,4,5,1,0,0,0,0,3,2,1,2,0,Not Received
1663,3,6,1,3,0,0,6,0,3,0,1,0,Received
1664,2,1,1,0,0,0,3,3,2,0,1,0,Not Received
1665,2,1,1,1,2,0,6,1,2,1,2,0,Not Received
1666,2,0,1,6,0,1,6,2,2,0,1,0,Not Received
1667,3,7,1,3,0,0,1,3,1,0,1,0,Not Received
1668,2,4,1,3,1,1,4,0,3,0,1,0,Received
1669,1,0,1,3,0,1,6,2,3,0,1,0,Received
1670,1,0,2,3,0,1,4,1,2,0,1,0,Not Received
1671,2,1,1,0,2,0,0,1,4,0,1,0,Received
1672,2,0,0,6,0,0,7,0,3,0,1,0,Received
1673,1,9,1,5,0,1,6,0,5,0,1,1,Received
1674,2,1,0,2,2,0,6,3,4,1,2,0,Received
1675,1,1,2,3,2,1,4,1,5,0,1,1,Received
1676,2,9,1,5,0,0,7,2,2,0,1,0,Not Received
1677,2,0,0,5,0,0,1,2,3,0,1,0,Received
1678,1,9,1,6,0,0,1,0,2,0,1,0,Not Received
1679,2,7,1,5,2,0,3,4,3,0,1,0,Received
1680,1,7,2,6,0,0,6,1,3,0,1,1,Received
1681,3,9,1,3,1,0,1,4,4,0,1,1,Received
1682,1,0,1,3,0,0,3,1,1,0,1,0,Not Received
1683,2,9,1,3,2,0,1,4,2,0,1,0,Not Received
1684,3,1,1,2,2,1,6,1,2,0,1,0,Not Received
1685,1,4,2,6,0,0,3,2,5,0,1,1,Received
1686,2,9,1,5,2,1,3,3,3,0,1,0,Received
1687,2,9,1,7,0,0,3,1,3,0,1,0,Received
1688,3,1,2,2,2,0,7,2,3,1,3,0,Received
1689,3,0,2,6,2,0,6,1,4,0,1,0,Received
1690,3,5,0,2,0,1,2,4,3,0,1,0,Received
1691,1,0,2,6,2,0,1,1,1,0,1,0,Not Received
1692,3,0,0,3,2,1,6,2,2,0,1,0,Not Received
1693,3,4,1,0,2,0,6,0,1,1,2,0,Not Received
1694,1,9,2,6,2,0,6,0,2,0,1,0,Not Received
1695,3,1,1,0,2,1,4,0,4,0,1,1,Received
1696,2,10,2,3,2,1,6,3,4,0,1,0,Received
1697,1,9,2,6,0,1,4,1,1,0,1,0,Not Received
1698,3,4,0,6,2,1,4,1,1,0,1,0,Not Received
1699,3,9,1,5,2,0,6,1,4,0,1,1,Received
1700,2,4,0,7,0,0,1,4,3,2,2,0,Received
1701,3,0,0,6,0,0,2,4,3,2,3,1,Received
1702,3,1,1,2,2,0,3,2,2,0,1,0,Not Received
1703,3,5,1,0,0,0,1,4,3,0,1,0,Received
1704,2,6,1,2,0,1,4,3,3,0,1,0,Received
1705,2,0,1,3,2,0,6,1,2,1,2,0,Not Received
1706,1,0,1,6,2,0,7,3,1,0,1,0,Not Received
1707,2,0,0,6,2,0,3,2,1,0,1,0,Not Received
1708,2,0,2,6,2,0,6,1,4,0,1,0,Received
1709,2,4,1,2,0,1,6,1,2,0,1,0,Not Received
1710,3,4,0,1,0,1,3,4,3,0,1,0,Received
1711,3,6,0,6,0,0,7,2,1,0,1,0,Not Received
1712,2,1,2,1,2,0,6,2,4,0,1,0,Received
1713,1,1,1,2,2,1,0,2,4,0,1,1,Received
1714,2,9,1,5,0,1,4,2,3,0,1,0,Received
1715,1,7,1,3,2,1,3,2,3,0,1,0,Received
1716,3,0,1,3,0,0,1,4,3,0,1,0,Received
1717,3,5,0,0,0,1,4,0,1,0,1,0,Not Received
1718,2,1,2,3,2,1,6,1,4,0,1,0,Received
1719,2,9,2,2,2,0,6,1,1,0,1,0,Not Received
1720,2,0,1,6,2,0,3,4,2,0,1,0,Not Received
1721,3,3,0,5,2,0,7,3,2,0,1,0,Not Received
1722,3,1,1,1,0,0,3,4,1,0,1,0,Not Received
1723,3,0,0,3,0,0,1,3,5,0,1,1,Received
1724,3,0,1,5,0,0,1,1,4,0,1,0,Received
1725,1,7,2,2,2,1,3,4,2,0,1,0,Not Received
1726,2,1,1,0,2,1,6,3,3,0,1,0,Received
1727,2,1,2,3,2,0,7,3,2,0,1,0,Not Received
1728,1,8,2,6,2,0,0,3,1,2,2,0,Not Received
1729,3,0,1,0,2,0,0,0,4,1,2,0,Received
1730,1,1,2,1,0,1,6,2,1,0,1,0,Not Received
1731,2,1,1,3,0,1,6,1,4,0,1,0,Received
1732,2,9,1,5,2,1,6,1,1,0,1,0,Not Received
1733,2,0,1,6,2,0,6,3,2,0,1,0,Not Received
1734,3,1,1,0,0,0,6,1,4,1,2,0,Received
1735,3,9,2,6,2,0,1,4,2,0,1,0,Not Received
1736,2,4,1,3,0,0,1,4,2,0,1,0,Not Received
1737,3,11,1,7,0,1,6,3,2,0,1,0,Not Received
1738,1,7,0,3,2,0,3,2,3,0,1,0,Received
1739,2,4,1,6,2,0,6,1,4,0,1,0,Received
1740,3,1,1,2,2,0,1,1,4,0,1,0,Received
1741,1,4,1,6,2,0,3,4,4,0,1,0,Received
1742,2,0,1,3,0,0,3,0,4,0,1,0,Received
1743,1,0,2,3,0,0,8,4,5,0,1,1,Received
1744,2,1,2,2,2,0,3,3,3,0,1,0,Received
1745,2,0,1,6,0,0,0,0,3,1,2,1,Received
1746,1,9,2,6,2,0,1,1,1,0,1,0,Not Received
1747,3,9,1,3,0,0,1,3,3,0,1,0,Received
1748,1,1,1,2,2,0,6,2,3,0,1,0,Received
